class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3w8mD8ZHzr23,Domenico Brunetti,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ejz27C7xDYGV,Cesare Abelli,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,part_of,,,,,,,,"Di Cesare Abelli il Soligno Accademico Selvaggio, all'auttore.",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6uNaWrewyNQQ,L'Euterpe di Domenico Brunetti,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7f7aTSJBCVeC,musician,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MVesHQPbVg5X,metaphor,,,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3w8mD8ZHzr23,Domenico Brunetti,,,
PoeticWork,Brunetti al suon de tuoi pregiati accenti,,,Brunetti al suon de tuoi pregiati accenti,Brunetti al suon de tuoi pregiati accenti.md,8nve6h9Wj54N,140079162575362455818,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MiEZVRza7UDo,celestial body,,,
