class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,devotion,,['devozione'],devotion,devotion.md,kiy25fDKSzMY,881538466314083143326,identifier,http://www.wikidata.org/entity/Q11572062,,,
Concept,devotion,,['devozione'],devotion,devotion.md,kiy25fDKSzMY,881538466314083143326,described_by_source,,,,
Concept,devotion,,['devozione'],devotion,devotion.md,kiy25fDKSzMY,881538466314083143326,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M9v9sybhbuvS,personality trait
