class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,part_of_label,citation_value
BibliographicResource,(Sampson 2020),,['sampsonReformingTheaterFarnese2020'],(Sampson 2020),(Sampson 2020).md,T9A9Qv8Z2mX8,518483367141108761964,isbn,978-1-909662-57-5,,,,
BibliographicResource,(Sampson 2020),,['sampsonReformingTheaterFarnese2020'],(Sampson 2020),(Sampson 2020).md,T9A9Qv8Z2mX8,518483367141108761964,described_by_source,,,,,
BibliographicResource,(Sampson 2020),,['sampsonReformingTheaterFarnese2020'],(Sampson 2020),(Sampson 2020).md,T9A9Qv8Z2mX8,518483367141108761964,part_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VzDB9FgKgMET,"(Everson, Reidy, and Sampson 2020)",
BibliographicResource,(Sampson 2020),,['sampsonReformingTheaterFarnese2020'],(Sampson 2020),(Sampson 2020).md,T9A9Qv8Z2mX8,518483367141108761964,citation,,,,,"Sampson, Lisa. 2020. ‘Reforming Theater in Farnese Parma: The Case of the Accademia Degli Innominati (1574-1608)’. In The Italian Academies 1525-1700: Networks of Culture, Innovation and Dissent, edited by Jane E. Everson, Denis V. Reidy, and Lisa Sampson, 62–76. Italian Perspectives 31. London New York: Routledge, Taylor & Francis Group."
