class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F020520000101_PPPP00015400C,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=26632,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EBMKwsCza3hd,Ludovico Ariosto,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,part_of,,,,,,,,,"Canto XLV, 37",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,Come la notte ogni fiammella è viva,,,Come la notte ogni fiammella è viva,Come la notte ogni fiammella è viva.md,LRXChf5hPwRX,379958348898747783404,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RxPzK5AT4e8P,longing,,,,,,,,,
