class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,music making,,"['musicking', 'music-making', 'concento', 'concerto']",music making,music making.md,4fRE7J9jYy6N,54814464152730753044,identifier,http://www.wikidata.org/entity/Q110958572,
Concept,music making,,"['musicking', 'music-making', 'concento', 'concerto']",music making,music making.md,4fRE7J9jYy6N,54814464152730753044,described_by_source,,
