class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Torino,,['Turin'],Torino,Torino.md,ZkFJYwSwU62p,655002708957091459666,identifier,http://www.wikidata.org/entity/Q495,,,,,
Place,Torino,,['Turin'],Torino,Torino.md,ZkFJYwSwU62p,655002708957091459666,described_by_source,,,,,,
Place,Torino,,['Turin'],Torino,Torino.md,ZkFJYwSwU62p,655002708957091459666,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YQfHpGMNj5pE,city,,
Place,Torino,,['Turin'],Torino,Torino.md,ZkFJYwSwU62p,655002708957091459666,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fCq9Z2C2Jbrg,Italy
