class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,opposite_of_label,identifier_value
Concept,['vita'],life,life.md,life,jPhykh6zJdpb,853928514641507843979,instance_of,,,,,
Concept,['vita'],life,life.md,life,jPhykh6zJdpb,853928514641507843979,subclass_of,,,,,
Concept,['vita'],life,life.md,life,jPhykh6zJdpb,853928514641507843979,opposite_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7iFPYdb9Lkjr,death,
Concept,['vita'],life,life.md,life,jPhykh6zJdpb,853928514641507843979,identifier,,,,,http://www.wikidata.org/entity/Q3
