class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,work_location,,,,,,,,,,,,,,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,member_of,,,,,,,,,,,,,,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,related_to,,,,,,,,,,,,,,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,notable_work,,,,,,,,,,,,,,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,interested_in,,,,,,,,,,,,,,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,catalog_identifier,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iQ4o46B3wUmP', 'label': 'Italian Women Writers'}",A0630,
Agent,['Orsola Bertolai Cavalletta'],Orsola Bertolai,Orsola Bertolai.md,Orsola Bertolai,6FSwyQUqdeCQ,87408482003397634363,present_in_work,,,,,,,,,,,,,,
