class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUiiaYvUfK7o,Isabella Andreini,,,,,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dUxL6iZT2qYu,Rime della S. Isabella Andreini.,287.0,Rime di diversi celebri poeti dell'età nostra,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2UUH2dSJC9jn,dialogue,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TRHMAMaRfnLP,torment,,,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/D3F7Qwb9dCYu,death,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EbB4YoFvmYce,heart,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KK8VRgevLrxL,Filli,,,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,language,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,"Filli. Dimmi, lasso, mio core","Filli. Dimmi, lasso, mio core.md","Filli. Dimmi, lasso, mio core",EUCsZc7rQDmj,257112701754065871668,text,,,,,,,,,,,,,,,,,,,,,,"Filli. DIMMI, lasso, mio core,
Quand'havrà fine il mio sì lungo errore?
Core. Incauta, hor come vuoi
Ch'habbiano fine i miei martiri, e i tuoi,
Se di me ti privasti,
Et a chi non mi volse, m'inviasti?
Ei non mi vuol; tu mi ricusi: ond'io
Odio lo stato mio.
Filli. Dunque non havrà fin sì dura sorte?
Core. Non havrà fin giamai, se non per morte."
