class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_role,member_of_label,occupation_value,related_to_value,notable_work_value,notable_work_label,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,identifier,http://www.wikidata.org/entity/Q936722,,,,,,,,,,,,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7VwEEvbhjKZB,(Moroncini 2017),,,,,,,,,,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE,Roma,,,,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,member_of,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SKtDLrjwskaN,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/joaxpdFod2Jb', 'label': 'founder'}",Accademia delle Virtù,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,occupation,,,,,,,,,,,,,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,related_to,,,,,,,,,,,,,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,notable_work,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KxcsDiAvoi7U,Giuoco delle Virtù,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Claudio Tolomei,,,Claudio Tolomei,Claudio Tolomei.md,cPYaPZBj5M8S,709417448037624926535,catalog_identifier,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",7551.0
