class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,interested_in_label,notable_work_value
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8HCZ2RERDzjY,online database,,,,,,,,,
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,inception,,,,,,,,,,,
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,dissolved,,,,,,,,,,,
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,location,,,,,,,,,,,
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,official_website,,,,,,https://lyra.unil.ch/,,,,,
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,catalog_identifier,,,,,,,,,,,
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,member,,,,,,,,,,,
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,interested_in,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,
Organisation,Progetto Lyra,Progetto Lyra.md,Progetto Lyra,24PiFs2FWWtK,861931624597161701,notable_work,,,,,,,,,,,
