class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,author,,,author,author.md,UHzA5avQDdMJ,542320477487425765423,identifier,http://www.wikidata.org/entity/Q482980,,,,
Concept,author,,,author,author.md,UHzA5avQDdMJ,542320477487425765423,described_by_source,,,,,
Concept,author,,,author,author.md,UHzA5avQDdMJ,542320477487425765423,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,
Concept,author,,,author,author.md,UHzA5avQDdMJ,542320477487425765423,subclass_of,,,,,
