class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,Pandora's box,Pandora's box.md,Pandora's box,hULKNgjwyUyr,814329223483870211028,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/V3mB5kW7U56H,legendary item,,,
Concept,Pandora's box,Pandora's box.md,Pandora's box,hULKNgjwyUyr,814329223483870211028,subclass_of,,,,,
Concept,Pandora's box,Pandora's box.md,Pandora's box,hULKNgjwyUyr,814329223483870211028,opposite_of,,,,,
Concept,Pandora's box,Pandora's box.md,Pandora's box,hULKNgjwyUyr,814329223483870211028,identifier,,,,,http://www.wikidata.org/entity/Q937164
