class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,based_on_value,catalog_identifier_value
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,identifier,http://id.sbn.it/bid/CFIE047254,,,,,,,,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,described_by_source,,,,,,,,,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AYqoxRbyDh4i,pastoral drama,,,,,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,title,,,,,La Dori fauola pastorale della sig.ra Isabetta Coreglia lucchese,,,,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,inception,,,,,,1634.0,,,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,has_version,,,,,,,http://id.sbn.it/bid/CFIE047254,1634.0,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,contributor,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jPuqdnNvo38V,Isabetta Coreglia,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,subject,,,,,,,,,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,has_part,,,,,,,,,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,based_on,,,,,,,,,,,,,,,
Book,La Dori favola pastorale,,,La Dori favola pastorale,La Dori favola pastorale.md,9ivMsmkETrHb,159265122975367280529,catalog_identifier,,,,,,,,,,,,,,,
