class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,cornettist,,['cornetto player'],cornettist,cornettist.md,5GikNdHZvaXM,67234945130026817524,identifier,http://www.wikidata.org/entity/Q59139094,
Concept,cornettist,,['cornetto player'],cornettist,cornettist.md,5GikNdHZvaXM,67234945130026817524,described_by_source,,
