class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,identifier,http://www.wikidata.org/entity/Q21545041,,,,,,,,,,,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,described_by_source,,,,,,,,,,,,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PE5uAEyVKtpe,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JjLg2AKb7hoK', 'label': '(Teza 2017)'}]",Accademia degli Umoristi di Roma,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,related_to,,,,,,,,,,,,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,notable_work,,,,,,,,,,,,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,interested_in,,,,,,,,,,,,,,,,,
Agent,Marco Antonio Bonciari,,['Marco Antonio Bonciario'],Marco Antonio Bonciari,Marco Antonio Bonciari.md,PY53AmNeqYZX,444234080638978664459,catalog_identifier,,,,,,,,,,,,,,,,,
