class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,identifier,http://www.wikidata.org/entity/Q2264063,,,,,,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,described_by_source,,,,,,,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,work_location,,,,,,,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,member_of,,,,,,,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LyEatsU6bs4d,politician,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,related_to,,,,,,,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,notable_work,,,,,,,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,interested_in,,,,,,,,,,,,,,,,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",17982.0,
Agent,Giulia Gonzaga,,,Giulia Gonzaga,Giulia Gonzaga.md,XaFjBPYsnbRr,610113319438602433140,present_in_work,,,,,,,,,,,,,,,,
