class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,parlour game,parlour game.md,parlour game,GewRJWWph5KT,302275021045296833680,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/75hVM9bkJu7t,game,,
Concept,parlour game,parlour game.md,parlour game,GewRJWWph5KT,302275021045296833680,subclass_of,,,,
Concept,parlour game,parlour game.md,parlour game,GewRJWWph5KT,302275021045296833680,identifier,,,,http://www.wikidata.org/entity/Q14947863
