class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,identifier,http://www.wikidata.org/entity/Q109995923,,,,,,,,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,described_by_source,,,,,,,,,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,member_of,,,,,,,,,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,related_to,,,,,,,,,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,notable_work,,,,,,,,,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,interested_in,,,,,,,,,,,,,,,,
Agent,Bartolomeo Cesano,,,Bartolomeo Cesano,Bartolomeo Cesano.md,GnJDex5fTtEr,304934986429235156190,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",16551.0
