class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,online database,,,online database,online database.md,8HCZ2RERDzjY,129312869049818089362,identifier,http://www.wikidata.org/entity/Q7094076,,,
Concept,online database,,,online database,online database.md,8HCZ2RERDzjY,129312869049818089362,described_by_source,,,,
Concept,online database,,,online database,online database.md,8HCZ2RERDzjY,129312869049818089362,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nPiNkmzNYMpM,artificial object
