class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,freedom,,"['libertà', 'liberty']",freedom,freedom.md,iSKC2GJvozAL,834233885311824849228,identifier,http://www.wikidata.org/entity/Q2979,
Concept,freedom,,"['libertà', 'liberty']",freedom,freedom.md,iSKC2GJvozAL,834233885311824849228,described_by_source,,
