class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,identifier,http://www.wikidata.org/entity/Q3665524,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,work_location,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,member_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mMhqzLyKW2Gj,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",Accademia degli Assorditi di Urbino,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,related_to,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,notable_work,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,interested_in,,,,,,,,,,,,,,,,,,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,catalog_identifier,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",5263.0,
Agent,Cesare Rinaldi,,,Cesare Rinaldi,Cesare Rinaldi.md,7wYx99TYNsiF,122563841005295241829,present_in_work,,,,,,,,,,,,,,,,,,
