class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,identifier,http://www.wikidata.org/entity/Q55226139,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,described_by_source,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fdXpSqLMpmkp,Lucca,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,member_of,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,related_to,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,notable_work,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,interested_in,,,,,,,,,,,,,,,,,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",15474.0,
Agent,Vincenzo Busdraghi,,"['Vincenzo Busdrago', 'Vincenzo Busdragho', 'Vincenzo Busdracho']",Vincenzo Busdraghi,Vincenzo Busdraghi.md,DKsNv5gP8F24,233463017457840138536,present_in_work,,,,,,,,,,,,,,,,,
