class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,identifier,http://www.wikidata.org/entity/Q12956187,,,,,,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FeQqwKLG5FHE,literary character,,,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,work_location,,,,,,,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,member_of,,,,,,,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QD7ZE8NxGr96,knight,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,related_to,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UJZ7Qau55M9Z,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mLryNP85y2ma', 'label': 'creation'}",Torquato Tasso,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,notable_work,,,,,,,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,interested_in,,,,,,,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Argante,,,Argante,Argante.md,5VUDxWtHbGZH,71849069915046941691,present_in_work,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Lv8EW8V8UKXk,"Gierusalemme liberata, poema heroico del sig. Torquato Tasso"
