class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fXurj2BzALG4,Vincenzo Panciatichi,,,,,,,,,,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,part_of,,,,,,,,Amore. Del Sig. Cavalliero Vincenzo Panciatichi. Cartello Primo,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YYFRNeCKx9AL,42.0,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,,,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8GvHmwR26GRn,chivalry,,,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/86Q2aWNHHazc,duel,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/C9LR4DoJQPd8,pride,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/itAFZTrSnPxJ,Mars,,,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Armate voi l'infaticabil mano,,,Armate voi l'infaticabil mano,Armate voi l'infaticabil mano.md,a7w4yst2zNff,662495922806586755044,text,,,,,,,,,,,,,,,,,,,,,,,,,"Armate voi l'infaticabil mano
Pietosi micidiali, a me devoti;
De' seguaci di lui l'ardire insano
Domate con mie forze , e con miei voti;
E di vana ragion, l'orgoglio han vano,
Al mio Vessillo, a quel di Marte ignoti;
Ch'armato di valor non fu mai core,
A cui non fosse amica sferza Amore."
