class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,longing,longing.md,longing,Bvvit9jGS3mp,204883663470879405811,instance_of,,,
Concept,longing,longing.md,longing,Bvvit9jGS3mp,204883663470879405811,subclass_of,,,
Concept,longing,longing.md,longing,Bvvit9jGS3mp,204883663470879405811,identifier,,,http://www.wikidata.org/entity/Q16513670
