class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,identifier,http://www.wikidata.org/entity/Q11993457,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,described_by_source,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/M8DkfPxU28Gc,digital library,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,inception,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,dissolved,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,location,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,official_website,,,,,,,,https://www.rae.es/,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,catalog_identifier,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,member,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,interested_in,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,notable_work,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,related_to,,,,,,,,,,,,,,
Organisation,Royal Spanish Academy,,['Real Academia Española'],Royal Spanish Academy,Royal Spanish Academy.md,NFDbxyVugxWn,417498081881050017884,motto,,,,,,,,,,,,,,
