class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fichLUAEWcmA,Virginia Ramponi-Andreini,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,part_of,,,,,,,,Scherzo I. Dello stesso. Alla sig. Virginia Ramponi Andreini.,2.0,237-239,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YYFRNeCKx9AL,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/imEvebZ5kR6C,actor,,,,,,,,,
PoeticWork,Deh Florinda gratiosa,,,Deh Florinda gratiosa,Deh Florinda gratiosa.md,6SyznTvmmGGy,91588056872131776301,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ngTwYTt8Gx5h,barzelletta,,,,,,,
