class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,identifier,https://lyra.unil.ch/poems/2338,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/24PiFs2FWWtK,Progetto Lyra,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dAMKocC6THAK,Isabella di Morra,,,,,,,,,,,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,part_of,,,,,,,,,Isabella di Morra.,19.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h6rbpvv44fCy,"Rime delle signore Lucrezia Marinella, Veronica Gambara, ed Isabella Della Morra. Di nuouo date in luce da Antonio Bulifon",,,,,,,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gcrqwjgvBQyM,despair,,,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oMntA8sUyuyk,infinity,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iUnzyAtvGSK8,river,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hsbyjtxJK8Q5,mountain,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DYmAPqoy7Zec,forest,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JUdJWGgBjkYx,animal,,,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Ecco ch'una altra volta oh valle inferna,"The author weeps due to her seclution, and Nature listens.",,Ecco ch'una altra volta oh valle inferna,Ecco ch'una altra volta oh valle inferna.md,LePW9MwKsiKm,384615913092673994212,text,,,,,,,,,,,,,,,,,,,,,,,,,"Ecco ch'una altra volta oh valle inferna;
Oh fiume alpestre, oh ruinati sassi,
Oh ignudi spirti di virtude, e cassi,
Udrete il pianto, e la mia doglia eterna.

Ogni monte udirammi, ogni caverna;
Ovunqu'io arresti, ovunqu'io mova i passi:
Che fortuna, che mai salda non stassi,
Cresce ogn'hor il mio mal, ogn'hor l'eterna.

Deh, mentre, ch'io mi lagno e giorno, e notte,
Oh fere, oh sassi, oh horride ruine,
Oh selve incolte, o solitarie grotte,

Ulule e voi, del mal nostro indovine,
Piangete meco a voci alte interrotte
Il mio più d'altro miserando fine."
