class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,,anatomical entity,anatomical entity.md,anatomical entity,LgWa5o4bfRrS,385384878747501894123,instance_of,,,,
Concept,,anatomical entity,anatomical entity.md,anatomical entity,LgWa5o4bfRrS,385384878747501894123,subclass_of,,,,
Concept,,anatomical entity,anatomical entity.md,anatomical entity,LgWa5o4bfRrS,385384878747501894123,opposite_of,,,,
Concept,,anatomical entity,anatomical entity.md,anatomical entity,LgWa5o4bfRrS,385384878747501894123,identifier,,,,http://www.wikidata.org/entity/Q27043950
