class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value,opposite_of_value,opposite_of_label
Concept,male,male.md,male,Sw8LauTZqpYZ,514489542818019769786,instance_of,,,,,
Concept,male,male.md,male,Sw8LauTZqpYZ,514489542818019769786,subclass_of,,,,,
Concept,male,male.md,male,Sw8LauTZqpYZ,514489542818019769786,identifier,,,http://www.wikidata.org/entity/Q6581097,,
Concept,male,male.md,male,Sw8LauTZqpYZ,514489542818019769786,opposite_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female
