class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_publisher,has_version_place_of_publication,has_version_note,has_version_external_source,has_version_holding_institution,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,identifier,http://id.sbn.it/bid/MUS0153763,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV52640010,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,identifier,https://rism.online/sources/993120886,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,identifier,https://musicare.beniculturali.unipd.it/database/editions/006980.html,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dmwyPyczveEX,Musicare DB,,,,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f7SkukMmayjC,incomplete,,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,title,,,,,,Le gemme : madrigali a cinque de diversi eccellentissimi musici della città di Bologna,,,,,,,,,,,,,,,,
NotatedMusic,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,"According to RePIM and Musicare DB, the bassus part is missing.",,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna,Le gemme. Madrigali a cinque de diversi eccellentissimi musici della città di Bologna.md,ZPmoFcVniwz2,647593750417537458375,inception,,,,,,,1590.0,,,,,,,,,,,,,,,
