class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,dolphin,dolphin.md,dolphin,5irjzhzsfNsC,76698582552744061000,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JUdJWGgBjkYx,animal,,
Concept,dolphin,dolphin.md,dolphin,5irjzhzsfNsC,76698582552744061000,subclass_of,,,,
Concept,dolphin,dolphin.md,dolphin,5irjzhzsfNsC,76698582552744061000,identifier,,,,http://www.wikidata.org/entity/Q7369
