class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_sourcing_circumstances,dissolved_value,dissolved_reference,location_value,location_label,official_website_value,catalog_identifier_source,catalog_identifier_value,member_reference,member_value,member_pseudonym,member_label,interested_in_value,interested_in_label,notable_work_value,identifier_value,described_by_source_value,described_by_source_label
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,inception,,,1588.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,dissolved,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QWmtzgCRQ9wY', 'label': 'circa'}",1799.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}]",,,,,,,,,,,,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NAvcJHrBT6mr,Bologna,,,,,,,,,,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,official_website,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,catalog_identifier,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",1.0,,,,,,,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,member,,,,,,,,,,,,,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Zq9ksBtTYP9n', 'label': '(Nicolaci 2017)'}]",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mtmLGiiqGNUj,Rugginoso,Ridolfo Campeggi,,,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,interested_in,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AtYFns9BtQHt,impresa,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,interested_in,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3YfKFFqB6d4W,emblem,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,notable_work,,,,,,,,,,,,,,,,,,,,,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,identifier,,,,,,,,,,,,,,,,,,,,http://www.wikidata.org/entity/Q106701551,,
Organisation,Accademia dei Gelati di Bologna,Accademia dei Gelati di Bologna.md,Accademia dei Gelati di Bologna,mWwsLAHpHDwR,897822751666007478386,described_by_source,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fS6dS2cNgwLT,(Gurrei 2020)
