class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=17016,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAg4ZC7SGWum,Cristoforo Roncalli,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/c6NfMc4aLaby,Giambattista Marino,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,part_of,,,,,,,,"Favole, Pallade che visita le Muse",38.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gzpHxiKuPzSn,La galeria del caualier Marino. Distinta in pitture & sculture,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eRj7U7HDLrGe,visual arts,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iMsLAWZsRpYq,mythology,,,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PnkoxmTbaCXr,Muse,,,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,text,,,,,,,,,,,,,,,,,,,,,,"Ben giunga, oh saggia Diva,
De le Muse sorella, in fra le nove
Figlie del sommo Giove
La tua presenza al sacro monte ombroso,
Che de' Cigni al riposo
ben si convien là dove
Riga Hippocren la sempreverde riva
Tra gli allori l'oliva.",,
PoeticWork,"Ben giunga, oh saggia Diva",,,"Ben giunga, oh saggia Diva","Ben giunga, oh saggia Diva.md",b3XLHPeUxc5s,681532957989036755599,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
