class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/037190001010101_000000051400,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XzpmTj6ifoij,Antonio Londonio,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MK34kE4AB5yU,Paolo Caracciolo,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QywUoo4wHMFY,Di Paolo Caracciolo il primo libro de madrigali a cinque voci,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,based_on,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Canta Urania dal ciel la vostra stella (Caracciolo),Quintus part is missing or the piece was ment for four voices only.,,Canta Urania dal ciel la vostra stella (Caracciolo),Canta Urania dal ciel la vostra stella (Caracciolo).md,jxQEF9JCgxuJ,865762790489813160502,text,,,,,,,,,,,,,,"CAnta Urania dal ciel la vostra stella
Con sì soavi accenti
Che la terra addolcisce l'aria e i venti
Io che'l celeste canto divoto ascolto
e da lei sola imparo
Udendo lei più volte 
queste not'ho raccolte
Per farm'al mondo chiaro 
& hor a voi che'l vanto
Cantando havete tra i miglior l'envio 
Presidio mio dolce, oh Presidio mio.",,,,,,,,,,
