class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,"['disaster', 'catastrophe']",calamity,calamity.md,calamity,CLkS2ShdERPp,213145035445501355350,instance_of,,,
Concept,"['disaster', 'catastrophe']",calamity,calamity.md,calamity,CLkS2ShdERPp,213145035445501355350,subclass_of,,,
Concept,"['disaster', 'catastrophe']",calamity,calamity.md,calamity,CLkS2ShdERPp,213145035445501355350,identifier,,,http://www.wikidata.org/entity/Q3839081
