class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,warrior,,"['guerriero', 'guerriera', 'fighter']",warrior,warrior.md,fxEcFxXeUjcY,783158129359571787144,identifier,http://www.wikidata.org/entity/Q1250916,,,
Concept,warrior,,"['guerriero', 'guerriera', 'fighter']",warrior,warrior.md,fxEcFxXeUjcY,783158129359571787144,described_by_source,,,,
Concept,warrior,,"['guerriero', 'guerriera', 'fighter']",warrior,warrior.md,fxEcFxXeUjcY,783158129359571787144,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation
