class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,occupation,occupation.md,occupation,Et64EF5pK79G,265758117902411486705,instance_of,,,
Concept,occupation,occupation.md,occupation,Et64EF5pK79G,265758117902411486705,subclass_of,,,
Concept,occupation,occupation.md,occupation,Et64EF5pK79G,265758117902411486705,identifier,,,http://www.wikidata.org/entity/Q12737077
