class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,identifier,http://www.wikidata.org/entity/Q47551,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,described_by_source,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,work_location,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,member_of,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JtXDRUo7kviy,painter,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,related_to,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,notable_work,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,interested_in,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,catalog_identifier,,,,,,,,,,,,,,,
Agent,Tiziano,,['Titian'],Tiziano,Tiziano.md,f3FNafVsKKJH,763975190805057232569,present_in_work,,,,,,,,,,,,,,,
