class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dGUWfMNNCYuo,Gaspara Stampa,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,part_of,,,,,,,,92.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h3THWXv6qB74,Rime di madonna Gaspara Stampa,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/HfQkYfWDVNZC,departure,,,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"Quasi huom, che rimaner deh tosto senza",,,"Quasi huom, che rimaner deh tosto senza","Quasi huom, che rimaner deh tosto senza.md",QGakR4v7Bv7C,459266236157086938484,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
