class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,identifier,http://www.wikidata.org/entity/Q107588947,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,described_by_source,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpnNUHk7FWq5,female,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,work_location,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,member_of,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,occupation,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,related_to,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,notable_work,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,interested_in,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,catalog_identifier,,,,,,,,,,,,,,
Agent,Veneranda Bragadina Cavalli,,,Veneranda Bragadina Cavalli,Veneranda Bragadina Cavalli.md,XnfBUcPxYGGZ,614606622443732856511,present_in_work,,,,,,,,,,,,,,
