class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/068420000010101_000000043300C,,,,,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N3wwHPgkup37,aria,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sr3NvpXZHRto,Domenico Brunetti,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KD8CF8tAiKnw,L'Euterpe di Domenico Brunetti,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,instrumentation,,,,,,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nJZ8RxNURyuF,"Deh girate, luci amate",,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,derivative_work,,,,,,,,,,,,,,,
MusicComposition,"Deh girate, luci amate (Brunetti)",,,"Deh girate, luci amate (Brunetti)","Deh girate, luci amate (Brunetti).md",FKzTPnXoYTpX,274779775422573639332,text,,,,,,,,,,,,,,,
