class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_label,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,work_location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7ot3ZWvYYdmA,Perugia,,,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,member_of,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UJz77hnWWSNh,Accademia degli Insensati di Perugia,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,occupation,,,,,,,,,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,related_to,,,,,,,,,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,notable_work,,,,,,,,,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,interested_in,,,,,,,,,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,catalog_identifier,,,,,,,,,,,,,,
Agent,Francesco degli Oddi,Francesco degli Oddi.md,Francesco degli Oddi,h4GA8omVBbF6,805613987691099932371,present_in_work,,,,,,,,,,,,,,
