class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_role,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,identifier,http://www.wikidata.org/entity/Q378185,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,described_by_source,,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE,Roma,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SKtDLrjwskaN,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/84quSACff9vM', 'label': 'patron of the arts'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/MmYBcxDcaCgT', 'label': '(Corso 2017)'}]",Accademia delle Virtù,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,occupation,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rfdm5oYMwDjo,cardinal,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,related_to,,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Ippolito de' Medici,,,Ippolito de' Medici,Ippolito de' Medici.md,CHjGt4bdN2Jx,212051566684348251906,catalog_identifier,,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",17990.0
