class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NqAa4C6LiGN8,Girolamo Ruscelli,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hybEFcuqMtfz,Benedetto Varchi,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,part_of,,,,,,,,Benedetto Varchi a Girol. Ruscelli.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENq7SsHPfC3T,373.0,Del tempio alla divina signora donna Giovanna d'Aragona,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/knEhuwD9cHVP,humility,,,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NqAa4C6LiGN8,Girolamo Ruscelli,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iUnzyAtvGSK8,river,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHJG3dg7VrRb,music making,,,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Ruscelli, onde sì lungo, e chiaro fiume",,,"Ruscelli, onde sì lungo, e chiaro fiume","Ruscelli, onde sì lungo, e chiaro fiume.md",YTmGmKp5HjTx,628402587621331625220,text,,,,,,,,,,,,,,,,,,,,,,,,"RUSCELLI, onde sì lungo, e chiaro fiume
Nasce d'ogni virtute; de deriva
Mar' ampio si, che non ha fondo, o riva,
D'ogni rara eccellenza, e bel costume;

Se'l mio sì basso stil cantar presume,
E cercando lodar, di lode priva
L'alta Donna ARAGONIA, a voi s'ascriva,
Che Dedal sete, a le mie inferme piume.

Come volete voi, che rozo, e vile,
E roco suon de la mia canna arrive,
Dove a gran pena va la vostra squilla?

Poi l'alma fronde, chel'ira prescrive
Di Giove, sempre, oh sia'n cittade, o'n villa,
Tutto a se trami per antico stile."
