class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,identifier,http://www.wikidata.org/entity/Q1490296,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,described_by_source,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,member_of,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,related_to,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,notable_work,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,interested_in,,,,,,,,,,,,,,,,
Agent,Gabriele Giolito de' Ferrari,,,Gabriele Giolito de' Ferrari,Gabriele Giolito de' Ferrari.md,fuwRMJC2ciyu,782331223998952905813,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",7556.0
