class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,dissolved_value,location_value,official_website_value,catalog_identifier_value,member_value,interested_in_value,notable_work_value,related_to_value,motto_value
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,identifier,http://www.wikidata.org/entity/Q1202039,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,described_by_source,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iqnZy8GBFrUQ,digital library,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,inception,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,dissolved,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,location,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,official_website,,,,,,,,https://repository.royalholloway.ac.uk/,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,catalog_identifier,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,member,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,interested_in,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,notable_work,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,related_to,,,,,,,,,,,,,,
Organisation,Royal Holloway University of London,,,Royal Holloway University of London,Royal Holloway University of London.md,cE3uk5h5wRH3,705977112921997636549,motto,,,,,,,,,,,,,,
