class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,related_to_value,related_to_relationship,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value,present_in_work_label
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,identifier,http://www.wikidata.org/entity/Q3853841,,,,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,described_by_source,,,,,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FeQqwKLG5FHE,literary character,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,work_location,,,,,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,member_of,,,,,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,occupation,,,,,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,related_to,,,,,,,,,,[[Angelica]],"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Q3VtFUAxVKyf', 'label': 'lover'}",,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,notable_work,,,,,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,interested_in,,,,,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,present_in_work,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FSsfkMyDLbzE,Orlando furioso
Agent,Medoro,,,Medoro,Medoro.md,NcLKf8Z7MHen,425143424296952878274,present_in_work,,,,,,,,,,,,,,,[[D'Angelica di m. Pietro Aretino due primi canti]],
