class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,identifier,http://www.wikidata.org/entity/Q138573824,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,described_by_source,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,member_of,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,related_to,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,notable_work,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,interested_in,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",16498.0,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,jh75nfZH3HZA,860223374442091142102,present_in_work,,,,,,,,,,,,,,,,,
