class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_note,based_on_label,derivative_work_value,text_value,language_value,language_label,subject_value,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/008930000010101_000000198203C,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GvrgfY6eM6QQ,Bartolomeo Torresani,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P7AXeJcnPriq,Primo libro de Madrigali a quatro voci di l'Hoste da Reggio,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XvkjJBUota2S,Incipit assonance.,Alma beat'e bella (Viola),,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/27cy82yr7S7z,Incipit assonance.,Alma beata e bella,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,text,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,language,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,
MusicComposition,Alma beat'e bella (Torresani),,,Alma beat'e bella (Torresani),Alma beat'e bella (Torresani).md,A5aYv6abuUdV,166379990607466193373,subject,,,,,,,,,,,,,,,,,,,,,,,,,
