class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,identifier,http://www.wikidata.org/entity/Q3619223,,,,,,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,described_by_source,,,,,,,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,member_of,,,,,,,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,related_to,,,,,,,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,notable_work,,,,,,,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,interested_in,,,,,,,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Antonio Barré,,['Antonio Barrè'],Antonio Barré,Antonio Barré.md,WWUDgDCHvdwH,588108568687110274314,present_in_work,,,,,,,,,,,,,,,,
