class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F000440000101_PPPP00011000C,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,,,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,part_of,,,,,,,,,Mad. CXXII,185-186,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ntSDGzZoi2Eb,Rime d'Isabella Andreini padovana comica Gelosa,,,,,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YGRByAyckPA5,kiss,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5BdjqtnyqFRf,Licori,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ddw2PSbVUZ6t,shepherd,,,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Quella bocca di rose,,,Quella bocca di rose,Quella bocca di rose.md,FaX7CE9p7HPQ,280036534723899328417,text,,,,,,,,,,,,,,,,,,,,,,,,,"Quella bocca di rose
La mia vaga Licori
Tutta ridente, e bella
In premio al fin de'miei gravi dolori
Mi porga lieta (ahi scaltra Pastorella)
Ecco i' la bacio, ed ella,
Che'n bocca asconde l'amorose Faci
M'incende l'alma co' suoi dolci baci."
