class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_external_source,has_version_note,has_version_holding_institution,has_version_place_of_publication,has_version_publisher,has_version_publication_date,has_version_IIIF_manifest,has_version_permalink,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,identifier,https://edit16.iccu.sbn.it/titolo/CNCE045689,,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,identifier,https://rism.online/sources/990056359,,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/BOOK/NV18550010,,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,title,,,,,,"Il primo libro de madrigali, a notte negre ... a quattro voci",,,,,,,,,,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,inception,,,,,,,1545.0,,,,,,,,,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,has_version,,,,,,,,https://uurl.kbr.be/1562137,Canto,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mk6H5ah5DUmj', 'label': 'Royal Library of Belgium'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BAscdG7oumi7', 'label': 'Antonio Gardano'}",1545.0,https://iiif.kbr.be/manifest/v3/33596,https://edit16.iccu.sbn.it/titolo/CNCE045689,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,has_version,,,,,,,,https://uurl.kbr.be/1562139,Alto,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mk6H5ah5DUmj', 'label': 'Royal Library of Belgium'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BAscdG7oumi7', 'label': 'Antonio Gardano'}",1545.0,https://iiif.kbr.be/manifest/v3/33595,https://edit16.iccu.sbn.it/titolo/CNCE045689,,,,,,,,
NotatedMusic,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo",,,"Il primo libro de madrigali, a note negre di Vincenzo Ruffo","Il primo libro de madrigali, a note negre di Vincenzo Ruffo.md",BoXomFyBQPPP,202203890201359727013,has_version,,,,,,,,https://uurl.kbr.be/1562141,Tenore,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mk6H5ah5DUmj', 'label': 'Royal Library of Belgium'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]","{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BAscdG7oumi7', 'label': 'Antonio Gardano'}",1545.0,https://iiif.kbr.be/manifest/v3/33594,https://edit16.iccu.sbn.it/titolo/CNCE045689,,,,,,,,
