class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_volume,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YSZok6nzRFh6,Ippolita Benigni Manfredi,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,part_of,,,,,,,,Ippolita Benegni. Manfredi.,61.0,2.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENUbQJ8t6z8B,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UR9WWTiYMbWy,devotion,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TNEkus8TKX7L,querelle des femmes,,,,,,,,,
PoeticWork,"Felicissime voi, Donne beate",,,"Felicissime voi, Donne beate","Felicissime voi, Donne beate.md",dNfTE34mYcCz,729734976201642201473,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
