class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GfNhWec4EkAr,Luigi Alamanni,,,,,,,,,,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6Cd4Kfc9uF7D,209.0,Opere toscane di Luigi Alamanni,,,,,,,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BbJB7Gc6gwek,canzone,,,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JUdJWGgBjkYx,animal,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Y8F34DC8njH5,thorn,,,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Ohimè la bella fera,,,Ohimè la bella fera,Ohimè la bella fera.md,9d9m2AvSFmXM,157171717845649764376,text,,,,,,,,,,,,,,,,,,,,,,,"Ohimè la bella fera 
Ch'io cacciai tanto invano;
Tolta al mio desiar d'altrui fu preda,
L'antica primavera 
Lasciando me lontano 
Conviene hormai ch'al pigro verno ceda, 
Amante più non creda
A' liete frondi & fiori
Che frutto poi non nasce, 
Et mentre indarno pasce 
Folle speranza de lor falsi honori;
Siam poi carchi alla fine 
Di secchi rami, & di pungenti spine."
