class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,language_value,language_label,text_value,described_by_source_value,described_by_source_label
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3KxURtKJVxAF,Pietro Aretino,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,part_of,,,,,,"Canto I, 4",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f7WmdoicdMZx,Astolfeide del divino Pietro Aretino,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,subject,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SrVPa4TA2i3P,satire,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,poetic_type,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,metre,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,depicts,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,language,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,text,,,,,,,,,,,,,,,,,,,,"Dir male, & dire il ver genera sdegno
Sogliono dire gl'ipocriti e Piangioni
chi ben dice, & mal fa di morte è degno
come fanno i cagnacci hipocritoni. 
A buon sotii l'orecchia a grattar vegno
Non a gli adulator, non a poltroni, 
Non è vitio più pregno di veleno 
Ch'ornar di lode, chi di biasmo è pieno.",,
PoeticWork,"Dir male, & dire il ver genera sdegno","Dir male, & dire il ver genera sdegno.md","Dir male, & dire il ver genera sdegno",45WyiF98kADf,42541947964884716908,described_by_source,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mzQMzWpG79QK,(Selepiuc 2020)
