class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,identifier,http://www.wikidata.org/entity/Q1003311,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,described_by_source,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE,Roma,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,member_of,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,related_to,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,notable_work,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,interested_in,,,,,,,,,,,,,,,,
Agent,Francesco Corbelletti,,,Francesco Corbelletti,Francesco Corbelletti.md,bgMijkuarQNu,694867179631492138197,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",18528.0
