class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,identifier,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,described_by_source,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/eY9VyUGp6KLy,Teofilo Folengo,,,,,,,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4Z4eXm9TQs4C,Chaos del tri per uno,,,,,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kiy25fDKSzMY,devotion,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PL7MuoUSH2rD,terzina,,,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YTAdfrxKFqwZ,Apollo,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n8dKKupcf2zK,flying,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NbBMYT8M5qdr,flame,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Rkqg3J6afECo,ice,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AtYFns9BtQHt,impresa,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hK67S66NCVzW,insanity,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kcWr3rLLCUsP,Jesus Christ,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/knEhuwD9cHVP,humility,,,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,language,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Voi ch'ad un'altra & faticosa empresa,,,Voi ch'ad un'altra & faticosa empresa,Voi ch'ad un'altra & faticosa empresa.md,8Lw9Z6U4TT8e,130669467566893883559,text,,,,,,,,,,,,,,,,,,,,,,"VOi ch'ad un'alta & faticosa empresa
Vedete hor me salir'audacemente
Per via mai forse da null'altro intesa,

Piacciavi d'ascoltare queste lente
Mie corde in voce lagrimosa & mesta,
Ch'altro non s'ha d'un'anima dolente.

Et bench'i veda alzandovi la testa
Mia virtù debil al salir tant'alto,
Di che sovente per viltà s'arresta.

Pur spiego l'ale, & quanto so m'exalto
La've m'accenna il lume d'ogni lume,
Per cui non temo alchun spennato salto.

Che mentre su con le'ncerate piume
Tolgomi de le nubi sopra'l velo
D'un Dedalo megliore sotto'l nume:

Vedrò ch'immobil stassi & volge'l cielo,
Sostien la terra, & l'universo a'n cenno
Volendo po cangiar o'n foco o'n gelo.

Hor dunque di più sana audacia & senno
Ch'Icaro mai non hebbe, a l'ardua via
Ambo gli piedi ambo le braccia impenno.

Et cantovi di questa nostra ria
Prigion, che vita nominar non oso.
Le frode di essa, il volgo, la pazzia.

Et di quel Re, che'n un presepio ascoso
Vidi fra le duo bestie a gran bisogna
Ver se stesso crudel, ver noi piatoso.

Che svelse il mondo tutto di menzogna,
Con sua dottrina colma di quel foco,
Ch'arde sì dolce in alma, che non sogna.

Io dico te Iesù, lo qual'invoco
Mio Phebo, mio Helicona, mio Parnasso,
Ov’ogni bel pensier al fin colloco.

So ben, che di te dir via più t'abbasso,
Che tacendo non alzo, & pur m'offersi
Ecco a dricciar nel tuo bel nome il passo.

Che, come vedi, son questi miei versi
D'amor almanco & charitade in cima
Se non toscani, ben sonori, & tersi."
