class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,identifier,http://www.wikidata.org/entity/Q55835507,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GvYVBMCkzMzW,Firenze,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,member_of,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iYTS9qGmP3jb,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Jx7QABaT7gnR', 'label': 'sibling'}",Bernardo Giunti,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,notable_work,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,interested_in,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Iacopo Giunta,Italian printer (1534-1591),"['Jacopo Giunti', 'Iacopo Giunti']",Iacopo Giunta,Iacopo Giunta.md,ZHMztJP8Uy9x,645270412772452453860,present_in_work,,,,,,,,,,,,,,,,,,
