class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,sin,,['peccato'],sin,sin.md,KGrBx8dKLuSe,356184743649882031017,identifier,http://www.wikidata.org/entity/Q60227,
Concept,sin,,['peccato'],sin,sin.md,KGrBx8dKLuSe,356184743649882031017,described_by_source,,
