class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,songbird,,['songbirds'],songbird,songbird.md,dvd5PGqiBSVe,741304906509867296247,identifier,http://www.wikidata.org/entity/Q194240,,,
Concept,songbird,,['songbirds'],songbird,songbird.md,dvd5PGqiBSVe,741304906509867296247,described_by_source,,,,
Concept,songbird,,['songbirds'],songbird,songbird.md,dvd5PGqiBSVe,741304906509867296247,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JUdJWGgBjkYx,animal
