class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,identifier,http://www.wikidata.org/entity/Q141107915,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,described_by_source,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,member_of,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,related_to,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,notable_work,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,interested_in,,,,,,,,,,,,,,,,,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",5247.0,
Agent,Giovanni Rossi,,,Giovanni Rossi,Giovanni Rossi.md,ET8o3aLzZqei,256724758150549533949,present_in_work,,,,,,,,,,,,,,,,,
