class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,identifier,http://www.wikidata.org/entity/Q645763,,,,,,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,described_by_source,,,,,,,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cg4AvGtwt6Bs,female,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,work_location,,,,,,,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,member_of,,,,,,,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,related_to,,,,,,,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,notable_work,,,,,,,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,interested_in,,,,,,,,,,,,,,,
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/E3dmmmithx96', 'label': 'SHEWROTE'}",0cf3e0cf-b971-4e91-90bd-ba724ba622d6
Agent,Chiara Matraini,,,Chiara Matraini,Chiara Matraini.md,6S47e6TzBP6e,91245730125963639522,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fGNbusFoz4E3', 'label': 'Italian Women Writers'}",A0029
